city,timestamp,year,temperature_c,relative_humidity_pct,wind_speed_ms,solar_radiation_wm2,apparent_temp_c,surface_pressure_hpa,dew_point_c,data_source
Bhubaneswar,2022-04-01T00:00,2022,26.6,92,19.2,0.0,30.6,1002.6,25.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T01:00,2022,26.5,92,18.5,0.0,30.6,1001.8,25.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T02:00,2022,26.3,93,17.8,0.0,30.4,1001.3,25.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T03:00,2022,26.4,91,18.9,0.0,30.2,1001.1,24.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T04:00,2022,26.7,89,18.7,0.0,30.6,1001.4,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T05:00,2022,27.5,89,16.5,0.0,32.2,1002.0,25.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T06:00,2022,28.1,84,18.9,20.0,32.2,1003.1,25.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T07:00,2022,29.3,78,21.9,174.0,32.8,1003.9,25.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T08:00,2022,31.0,69,20.4,362.0,34.5,1004.6,24.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T09:00,2022,32.7,61,19.7,572.0,36.1,1005.0,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T10:00,2022,33.7,56,20.2,706.0,37.3,1004.7,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T11:00,2022,34.6,53,21.2,874.0,39.0,1003.9,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T12:00,2022,34.9,53,22.0,921.0,39.3,1002.7,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T13:00,2022,34.7,54,21.9,869.0,39.0,1001.6,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T14:00,2022,34.2,56,21.8,749.0,38.2,1000.7,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T15:00,2022,33.3,60,22.4,572.0,36.4,1000.4,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T16:00,2022,31.9,65,22.3,348.0,34.9,1000.1,24.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T17:00,2022,30.4,72,19.0,128.0,34.1,1000.7,24.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T18:00,2022,28.7,79,16.9,10.0,32.7,1001.2,24.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T19:00,2022,27.9,81,19.4,0.0,31.3,1001.8,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T20:00,2022,27.5,83,19.5,0.0,30.9,1002.7,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T21:00,2022,27.2,84,20.4,0.0,30.4,1003.4,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T22:00,2022,26.9,85,21.7,0.0,29.9,1003.6,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-01T23:00,2022,26.7,86,22.1,0.0,29.6,1003.5,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T00:00,2022,26.4,91,21.3,0.0,29.8,1003.2,24.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T01:00,2022,26.3,91,22.7,0.0,29.5,1002.7,24.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T02:00,2022,26.3,91,23.0,0.0,29.4,1002.1,24.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T03:00,2022,26.2,91,22.8,0.0,29.3,1001.9,24.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T04:00,2022,26.2,90,21.1,0.0,29.4,1002.1,24.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T05:00,2022,26.9,89,19.1,0.0,30.8,1003.0,25.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T06:00,2022,27.5,86,20.7,29.0,31.2,1004.0,24.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T07:00,2022,29.0,77,25.1,179.0,31.8,1005.1,24.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T08:00,2022,30.8,68,24.0,383.0,33.5,1005.7,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T09:00,2022,32.3,62,22.3,610.0,35.4,1005.9,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T10:00,2022,33.6,57,21.7,781.0,37.6,1005.8,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T11:00,2022,34.4,54,21.3,891.0,38.9,1005.0,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T12:00,2022,35.0,52,20.9,920.0,39.6,1004.0,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T13:00,2022,35.1,50,20.8,874.0,39.3,1002.7,23.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T14:00,2022,34.7,51,21.2,755.0,38.1,1001.8,23.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T15:00,2022,34.1,52,20.2,578.0,36.7,1001.3,22.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T16:00,2022,32.8,57,20.1,360.0,35.4,1001.4,23.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T17:00,2022,31.6,64,17.7,137.0,34.9,1001.8,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T18:00,2022,29.6,70,16.0,10.0,33.1,1002.4,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T19:00,2022,28.7,75,15.8,0.0,32.3,1003.0,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T20:00,2022,27.8,79,16.2,0.0,31.4,1003.6,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T21:00,2022,27.4,80,16.4,0.0,30.9,1004.0,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T22:00,2022,27.1,81,17.7,0.0,30.4,1004.1,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-02T23:00,2022,26.8,84,17.5,0.0,30.2,1003.6,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T00:00,2022,26.4,88,16.2,0.0,30.3,1003.0,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T01:00,2022,26.1,93,16.2,0.0,30.3,1002.6,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T02:00,2022,25.9,96,12.7,0.0,30.9,1002.4,25.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T03:00,2022,26.4,93,13.4,0.0,31.2,1002.7,25.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T04:00,2022,26.4,92,15.3,0.0,30.9,1002.6,25.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T05:00,2022,27.3,89,15.5,0.0,32.0,1003.1,25.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T06:00,2022,27.9,86,16.6,23.0,32.3,1003.8,25.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T07:00,2022,29.2,79,17.9,171.0,33.3,1004.8,25.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T08:00,2022,31.0,69,15.8,391.0,35.3,1005.1,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T09:00,2022,32.7,63,13.2,625.0,37.7,1005.5,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T10:00,2022,34.1,58,13.1,793.0,40.0,1005.3,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T11:00,2022,35.2,54,11.6,892.0,41.8,1004.3,24.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T12:00,2022,36.2,50,9.7,922.0,43.1,1003.1,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T13:00,2022,36.8,48,10.4,874.0,43.2,1001.8,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T14:00,2022,36.6,50,14.4,755.0,41.8,1000.9,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T15:00,2022,34.2,58,21.6,539.0,37.6,1000.8,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T16:00,2022,31.7,65,22.0,325.0,34.8,1001.0,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T17:00,2022,30.2,73,17.8,116.0,34.1,1001.7,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T18:00,2022,28.7,79,19.5,7.0,32.5,1002.0,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T19:00,2022,27.9,86,19.1,0.0,32.0,1002.5,25.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T20:00,2022,27.4,88,19.8,0.0,31.4,1003.3,25.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T21:00,2022,27.3,89,20.9,0.0,31.1,1003.8,25.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T22:00,2022,27.1,89,21.3,0.0,30.7,1003.9,25.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-03T23:00,2022,27.0,88,20.2,0.0,30.6,1003.6,24.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T00:00,2022,26.8,87,20.1,0.0,30.2,1003.4,24.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T01:00,2022,26.8,86,18.0,0.0,30.4,1003.0,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T02:00,2022,26.7,86,17.3,0.0,30.3,1002.7,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T03:00,2022,26.6,86,16.1,0.0,30.4,1002.9,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T04:00,2022,26.7,85,14.6,0.0,30.6,1003.3,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T05:00,2022,27.5,84,17.2,0.0,31.4,1004.0,24.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T06:00,2022,28.0,81,19.6,20.0,31.6,1005.0,24.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T07:00,2022,29.1,75,23.8,161.0,31.9,1005.6,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T08:00,2022,30.4,69,25.0,356.0,32.8,1006.0,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T09:00,2022,31.9,63,23.5,628.0,34.9,1005.8,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T10:00,2022,33.1,58,19.7,804.0,37.5,1006.0,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T11:00,2022,34.0,56,16.6,884.0,39.3,1005.6,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T12:00,2022,34.6,54,18.0,922.0,39.8,1004.5,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T13:00,2022,34.7,53,19.1,879.0,39.6,1003.7,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T14:00,2022,34.1,56,20.3,760.0,38.2,1003.0,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T15:00,2022,32.9,59,21.0,583.0,36.0,1002.9,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T16:00,2022,31.2,65,23.4,365.0,33.7,1003.2,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T17:00,2022,29.5,71,18.8,144.0,32.5,1004.1,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T18:00,2022,28.0,77,20.5,11.0,30.8,1004.9,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T19:00,2022,27.4,80,22.3,0.0,30.0,1005.4,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T20:00,2022,27.1,81,18.8,0.0,30.2,1006.2,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T21:00,2022,27.0,82,18.3,0.0,30.3,1006.7,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T22:00,2022,26.8,84,17.4,0.0,30.2,1007.2,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-04T23:00,2022,26.7,84,17.9,0.0,30.1,1007.2,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T00:00,2022,26.5,85,19.4,0.0,29.7,1006.6,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T01:00,2022,26.5,85,21.1,0.0,29.3,1005.9,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T02:00,2022,26.3,85,20.1,0.0,29.2,1005.3,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T03:00,2022,26.1,85,12.6,0.0,30.0,1005.4,23.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T04:00,2022,26.0,86,13.4,0.0,29.7,1005.8,23.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T05:00,2022,26.3,88,16.1,0.0,30.0,1006.5,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T06:00,2022,27.3,83,20.1,35.0,30.4,1007.2,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T07:00,2022,28.9,74,23.4,200.0,31.5,1008.1,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T08:00,2022,30.5,67,21.3,400.0,33.2,1008.6,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T09:00,2022,31.9,61,17.9,543.0,34.9,1008.5,23.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T10:00,2022,33.4,56,15.8,780.0,37.9,1008.1,23.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T11:00,2022,34.6,52,16.6,901.0,39.6,1007.2,23.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T12:00,2022,35.0,51,18.6,926.0,39.7,1006.3,23.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T13:00,2022,34.5,53,19.6,882.0,39.0,1005.4,23.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T14:00,2022,33.8,55,19.2,763.0,37.9,1004.7,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T15:00,2022,32.9,59,19.1,587.0,36.3,1004.3,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T16:00,2022,31.1,65,20.9,365.0,34.0,1004.0,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T17:00,2022,29.6,71,18.5,147.0,32.9,1005.0,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T18:00,2022,28.0,78,18.7,11.0,31.2,1005.6,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T19:00,2022,27.4,82,19.9,0.0,30.5,1006.3,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T20:00,2022,26.8,86,18.7,0.0,30.4,1006.7,24.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T21:00,2022,26.6,87,18.5,0.0,30.2,1007.1,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T22:00,2022,26.4,88,17.3,0.0,30.1,1007.3,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-05T23:00,2022,26.3,88,16.4,0.0,30.0,1007.1,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T00:00,2022,26.1,89,16.4,0.0,29.8,1006.7,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T01:00,2022,25.9,90,18.5,0.0,29.4,1006.1,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T02:00,2022,25.9,90,16.1,0.0,29.6,1005.6,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T03:00,2022,25.9,88,14.1,0.0,29.8,1005.7,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T04:00,2022,25.5,91,13.3,0.0,29.5,1005.6,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T05:00,2022,25.7,91,13.6,0.0,29.8,1006.1,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T06:00,2022,26.7,85,17.1,40.0,30.2,1007.1,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T07:00,2022,28.4,75,18.9,212.0,31.3,1008.1,23.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T08:00,2022,30.3,67,14.8,408.0,33.9,1008.9,23.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T09:00,2022,31.8,62,12.7,619.0,36.1,1009.0,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T10:00,2022,33.3,57,12.9,787.0,38.4,1008.6,23.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T11:00,2022,34.6,52,13.2,901.0,40.3,1007.7,23.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T12:00,2022,35.4,50,14.3,923.0,40.9,1006.5,23.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T13:00,2022,35.2,51,17.3,871.0,40.2,1005.4,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T14:00,2022,34.0,55,20.2,756.0,37.8,1004.6,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T15:00,2022,32.9,57,19.1,580.0,35.8,1003.9,23.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T16:00,2022,31.5,62,19.0,367.0,34.5,1004.2,23.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T17:00,2022,29.6,71,18.4,140.0,32.7,1004.5,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T18:00,2022,28.1,77,19.1,11.0,31.2,1004.8,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T19:00,2022,27.1,82,17.0,0.0,30.6,1005.5,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T20:00,2022,26.6,85,18.2,0.0,30.0,1005.9,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T21:00,2022,26.2,89,15.5,0.0,30.1,1006.4,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T22:00,2022,26.0,91,13.1,0.0,30.3,1006.7,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-06T23:00,2022,25.9,91,13.9,0.0,30.2,1006.4,24.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T00:00,2022,25.6,93,12.1,0.0,30.1,1005.9,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T01:00,2022,25.5,93,13.6,0.0,29.7,1005.3,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T02:00,2022,25.3,93,14.0,0.0,29.4,1005.0,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T03:00,2022,25.2,93,12.2,0.0,29.4,1005.0,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T04:00,2022,24.9,94,9.6,0.0,29.4,1005.1,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T05:00,2022,25.0,94,9.5,0.0,29.7,1005.9,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T06:00,2022,26.3,86,13.4,41.0,30.3,1006.6,23.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T07:00,2022,27.9,77,13.4,218.0,31.8,1007.5,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T08:00,2022,29.7,71,13.7,446.0,33.7,1007.9,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T09:00,2022,31.6,63,13.7,653.0,35.9,1007.9,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T10:00,2022,33.4,54,14.1,816.0,38.2,1007.5,22.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T11:00,2022,34.7,48,15.1,915.0,39.4,1006.8,22.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T12:00,2022,35.2,47,16.8,938.0,39.6,1005.8,22.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T13:00,2022,35.3,44,17.0,887.0,39.0,1004.6,21.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T14:00,2022,34.9,45,16.5,768.0,38.1,1003.5,21.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T15:00,2022,34.0,48,15.9,592.0,36.5,1002.9,21.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T16:00,2022,32.5,54,15.2,371.0,35.2,1003.1,22.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T17:00,2022,30.5,63,14.0,143.0,33.7,1003.8,22.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T18:00,2022,28.5,72,14.1,11.0,31.9,1004.3,22.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T19:00,2022,27.2,80,16.7,0.0,30.5,1004.9,23.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T20:00,2022,26.2,89,17.0,0.0,29.9,1005.3,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T21:00,2022,25.9,91,16.3,0.0,29.8,1005.8,24.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T22:00,2022,25.7,93,16.9,0.0,29.7,1005.6,24.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-07T23:00,2022,25.6,95,16.5,0.0,29.7,1005.0,24.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T00:00,2022,25.6,94,15.1,0.0,29.7,1004.4,24.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T01:00,2022,25.4,93,15.6,0.0,29.3,1003.6,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T02:00,2022,25.3,93,16.6,0.0,28.9,1003.2,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T03:00,2022,25.1,93,14.5,0.0,29.0,1003.2,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T04:00,2022,24.6,95,10.4,0.0,29.0,1003.7,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T05:00,2022,25.1,95,13.0,0.0,29.4,1004.7,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T06:00,2022,26.2,87,17.7,44.0,29.7,1005.5,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T07:00,2022,28.2,76,19.8,223.0,31.1,1006.6,23.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T08:00,2022,30.0,68,17.5,443.0,33.1,1007.0,23.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T09:00,2022,32.0,57,16.7,659.0,35.1,1006.6,22.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T10:00,2022,34.1,44,16.6,821.0,36.9,1006.2,20.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T11:00,2022,35.7,36,16.9,914.0,38.1,1005.2,18.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T12:00,2022,36.8,31,18.7,942.0,38.4,1004.0,16.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T13:00,2022,37.0,29,19.7,896.0,37.9,1002.8,16.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T14:00,2022,36.6,30,20.1,779.0,37.0,1001.7,16.4,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T15:00,2022,35.3,36,20.0,584.0,35.4,1001.3,18.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T16:00,2022,32.6,48,20.7,295.0,33.5,1001.3,20.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T17:00,2022,30.2,61,17.3,134.0,32.5,1001.7,21.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T18:00,2022,28.3,73,17.3,11.0,31.3,1002.5,23.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T19:00,2022,27.2,82,17.4,0.0,30.6,1003.1,23.8,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T20:00,2022,26.8,85,19.0,0.0,30.1,1004.0,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T21:00,2022,26.6,87,17.8,0.0,30.2,1004.6,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T22:00,2022,26.4,87,17.4,0.0,30.0,1004.5,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-08T23:00,2022,26.2,89,18.2,0.0,29.8,1004.3,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T00:00,2022,26.1,91,20.5,0.0,29.5,1003.4,24.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T01:00,2022,26.3,88,20.7,0.0,29.4,1002.8,24.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T02:00,2022,26.0,89,19.7,0.0,29.3,1002.4,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T03:00,2022,25.7,91,18.7,0.0,29.1,1002.3,24.1,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T04:00,2022,25.6,91,17.7,0.0,29.1,1002.5,24.0,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T05:00,2022,26.2,91,16.6,0.0,30.2,1003.0,24.7,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T06:00,2022,27.2,86,17.1,45.0,31.1,1004.3,24.6,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T07:00,2022,28.8,76,18.2,220.0,32.4,1004.9,24.3,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T08:00,2022,30.7,67,18.2,444.0,34.1,1005.2,23.9,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T09:00,2022,32.6,58,18.7,657.0,36.0,1004.9,23.2,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T10:00,2022,34.1,51,18.5,815.0,37.9,1004.5,22.5,ERA5_Reanalysis_ECMWF
Bhubaneswar,2022-04-09T11:00,2022,35.3,46,16.9,909.0,39.5,1003.6,21.9,ERA5_Reanalysis_ECMWF
