ward_no,zone,population,centroid_lat,centroid_lon,timestamp,temperature_c,relative_humidity_pct,wind_speed_ms,solar_radiation_wm2,apparent_temp_c,uhi_offset_c,adjusted_temp_c,HI_celsius,WBGT_celsius,UTCI_celsius,WardRiskScore,RiskTier
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T00:00,26.9,95,9.0,0.0,32.9,0.16,27.1,32.2,26.6,,0.439,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T01:00,26.9,95,10.7,0.0,32.7,0.16,27.1,32.2,26.6,,0.439,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T02:00,26.9,93,12.0,0.0,32.3,0.16,27.1,31.8,26.4,,0.426,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T03:00,26.5,92,12.4,0.0,31.5,0.16,26.7,29.9,25.9,,0.38,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T04:00,26.3,91,11.4,0.0,31.1,0.16,26.5,29.3,25.6,,0.359,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T05:00,26.3,90,11.1,0.0,31.0,0.16,26.5,29.2,25.5,,0.355,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T06:00,26.9,88,11.1,42.0,31.7,0.16,27.1,30.9,25.9,,0.394,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T07:00,28.3,82,13.0,212.0,33.1,0.16,28.5,33.7,26.8,,0.465,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T08:00,29.5,77,16.0,416.0,33.9,0.16,29.7,35.9,27.4,,0.524,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T09:00,30.5,74,15.7,616.0,35.5,0.16,30.7,37.9,28.1,,0.579,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T10:00,31.3,73,13.5,708.0,37.5,0.16,31.5,39.9,28.8,,0.636,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T11:00,31.6,71,11.5,738.0,38.1,0.16,31.8,40.1,28.9,,0.643,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T12:00,28.8,85,13.5,469.0,34.3,0.16,29.0,35.7,27.6,,0.53,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T13:00,29.2,83,7.0,451.0,35.7,0.16,29.4,36.5,27.9,,0.551,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T14:00,30.0,84,5.3,346.0,37.3,0.16,30.2,39.4,28.8,,0.627,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T15:00,29.4,88,4.6,297.0,36.9,0.16,29.6,38.6,28.6,,0.608,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T16:00,26.9,92,8.7,171.0,32.6,0.16,27.1,31.6,26.4,,0.422,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T17:00,26.7,94,0.4,61.0,33.8,0.16,26.9,31.4,26.5,,0.423,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T18:00,26.8,95,4.6,6.0,33.5,0.16,27.0,31.9,26.5,,0.431,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T19:00,26.5,97,8.5,0.0,32.6,0.16,26.7,30.4,26.4,,0.406,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T20:00,26.2,97,8.8,0.0,32.1,0.16,26.4,29.4,26.1,,0.381,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T21:00,26.1,97,8.7,0.0,31.9,0.16,26.3,29.1,26.0,,0.372,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T22:00,26.0,97,9.5,0.0,31.7,0.16,26.2,28.8,25.9,,0.364,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-28T23:00,26.1,97,8.7,0.0,31.9,0.16,26.3,29.1,26.0,,0.372,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T00:00,26.2,97,8.8,0.0,32.0,0.16,26.4,29.4,26.1,,0.381,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T01:00,26.2,96,8.3,0.0,32.1,0.16,26.4,29.3,26.0,,0.376,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T02:00,26.3,96,8.7,0.0,32.1,0.16,26.5,29.7,26.1,,0.384,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T03:00,25.2,98,11.7,0.0,30.1,0.16,25.4,26.4,25.2,,0.303,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T04:00,25.5,98,9.7,0.0,30.8,0.16,25.7,27.3,25.5,,0.327,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T05:00,25.7,97,10.1,0.0,31.1,0.16,25.9,27.9,25.6,,0.339,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T06:00,26.2,98,8.6,28.0,32.1,0.16,26.4,29.5,26.2,,0.386,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T07:00,26.9,97,6.8,106.0,33.6,0.16,27.1,32.5,26.9,,0.455,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T08:00,28.2,92,7.8,250.0,34.9,0.16,28.4,35.6,27.7,,0.532,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T09:00,29.4,83,9.4,428.0,35.6,0.16,29.6,37.1,28.0,,0.566,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T10:00,29.8,82,9.3,419.0,36.0,0.16,30.0,38.1,28.3,,0.591,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T11:00,29.7,80,10.1,309.0,35.5,0.16,29.9,37.2,28.0,,0.564,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T12:00,29.9,78,11.3,323.0,35.4,0.16,30.1,37.3,27.9,,0.564,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T13:00,30.2,76,11.7,333.0,35.5,0.16,30.4,37.6,28.0,,0.571,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T14:00,30.2,77,9.6,258.0,36.0,0.16,30.4,37.9,28.1,,0.579,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T15:00,30.3,77,9.5,240.0,36.1,0.16,30.5,38.2,28.2,,0.587,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T16:00,29.2,85,9.0,113.0,35.6,0.16,29.4,37.0,27.9,,0.56,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T17:00,27.1,95,7.2,53.0,33.6,0.16,27.3,32.8,26.8,,0.457,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T18:00,26.8,97,10.2,1.0,32.9,0.16,27.0,32.2,26.7,,0.444,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T19:00,26.7,97,8.2,0.0,33.0,0.16,26.9,31.9,26.6,,0.436,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T20:00,26.4,97,8.8,0.0,32.4,0.16,26.6,30.0,26.3,,0.398,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T21:00,26.3,97,7.8,0.0,32.4,0.16,26.5,29.7,26.2,,0.389,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T22:00,26.1,97,8.3,0.0,32.0,0.16,26.3,29.1,26.0,,0.372,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-29T23:00,24.9,99,12.5,0.0,29.7,0.16,25.1,25.5,25.0,,0.282,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T00:00,25.1,99,8.3,0.0,30.6,0.16,25.3,26.1,25.2,,0.298,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T01:00,25.4,99,9.6,0.0,30.7,0.16,25.6,27.0,25.5,,0.323,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T02:00,25.6,98,9.7,0.0,31.1,0.16,25.8,27.6,25.6,,0.335,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T03:00,25.8,97,9.8,0.0,31.3,0.16,26.0,28.2,25.7,,0.348,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T04:00,25.8,97,8.1,0.0,31.5,0.16,26.0,28.2,25.7,,0.348,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T05:00,25.7,99,9.0,0.0,31.3,0.16,25.9,27.9,25.8,,0.348,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T06:00,25.8,98,7.9,18.0,31.7,0.16,26.0,28.2,25.8,,0.352,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T07:00,26.3,95,8.3,63.0,32.1,0.16,26.5,29.6,26.0,,0.38,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T08:00,26.2,95,9.7,116.0,31.8,0.16,26.4,29.3,26.0,,0.373,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T09:00,26.1,93,7.8,155.0,31.5,0.16,26.3,28.9,25.7,,0.356,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T10:00,26.9,93,7.2,197.0,33.0,0.16,27.1,31.8,26.5,,0.43,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T11:00,26.8,93,8.5,156.0,32.6,0.16,27.0,31.5,26.4,,0.421,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T12:00,28.0,89,7.9,345.0,34.1,0.16,28.2,34.3,27.3,,0.495,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T13:00,29.0,83,10.7,334.0,34.7,0.16,29.2,35.9,27.6,,0.53,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T14:00,29.6,79,12.1,389.0,34.8,0.16,29.8,36.7,27.8,,0.548,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T15:00,29.9,76,13.0,333.0,34.9,0.16,30.1,36.7,27.7,,0.547,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T16:00,29.6,78,12.7,221.0,34.6,0.16,29.8,36.4,27.6,,0.538,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T17:00,29.0,81,9.0,110.0,34.7,0.16,29.2,35.4,27.3,,0.513,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T18:00,28.1,85,8.2,10.0,33.9,0.16,28.3,33.6,26.8,,0.467,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T19:00,27.9,86,8.3,0.0,33.7,0.16,28.1,33.3,26.7,,0.458,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T20:00,27.1,88,6.2,0.0,32.9,0.16,27.3,31.4,26.1,,0.409,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T21:00,26.7,93,5.5,0.0,33.0,0.16,26.9,31.2,26.2,,0.41,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T22:00,26.4,95,5.1,0.0,32.7,0.16,26.6,29.9,26.1,,0.388,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-30T23:00,26.2,96,8.0,0.0,32.0,0.16,26.4,29.3,26.0,,0.376,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T00:00,26.0,95,11.5,0.0,31.0,0.16,26.2,28.7,25.7,,0.355,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T01:00,25.7,94,11.3,0.0,30.5,0.16,25.9,27.8,25.3,,0.326,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T02:00,25.4,94,10.8,0.0,30.1,0.16,25.6,27.0,25.0,,0.303,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T03:00,25.4,94,10.2,0.0,30.1,0.16,25.6,27.0,25.0,,0.303,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T04:00,25.5,92,10.1,0.0,30.2,0.16,25.7,27.2,24.9,,0.302,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T05:00,25.5,92,9.0,0.0,30.3,0.16,25.7,27.2,24.9,,0.302,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T06:00,25.7,92,8.5,19.0,30.7,0.16,25.9,27.7,25.1,,0.318,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T07:00,26.5,88,9.2,100.0,31.5,0.16,26.7,29.6,25.6,,0.361,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T08:00,27.1,86,9.3,159.0,32.3,0.16,27.3,31.1,26.0,,0.398,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T09:00,27.5,85,12.4,239.0,32.2,0.16,27.7,32.0,26.3,,0.423,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T10:00,28.0,82,16.6,418.0,31.9,0.16,28.2,32.8,26.5,,0.444,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T11:00,28.3,79,15.4,306.0,32.3,0.16,28.5,33.1,26.5,,0.446,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T12:00,29.0,76,16.6,446.0,32.8,0.16,29.2,34.3,26.9,,0.478,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T13:00,29.7,72,17.3,469.0,33.3,0.16,29.9,35.2,27.1,,0.5,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T14:00,30.1,70,17.4,456.0,33.7,0.16,30.3,35.7,27.3,,0.514,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T15:00,29.9,71,16.8,437.0,33.6,0.16,30.1,35.4,27.2,,0.507,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T16:00,29.3,74,15.7,304.0,33.2,0.16,29.5,34.6,26.9,,0.485,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T17:00,28.8,76,14.8,138.0,32.8,0.16,29.0,33.8,26.6,,0.461,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T18:00,28.4,78,13.7,9.0,32.5,0.16,28.6,33.2,26.4,,0.443,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T19:00,28.0,79,12.4,0.0,32.2,0.16,28.2,32.3,26.1,,0.42,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T20:00,27.6,80,11.4,0.0,31.9,0.16,27.8,31.5,25.8,,0.397,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T21:00,27.2,82,10.1,0.0,31.7,0.16,27.4,30.8,25.6,,0.379,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T22:00,26.9,84,9.1,0.0,31.6,0.16,27.1,30.3,25.5,,0.369,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-08-31T23:00,26.6,85,9.0,0.0,31.3,0.16,26.8,29.6,25.3,,0.352,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T00:00,26.6,84,9.8,0.0,31.0,0.16,26.8,29.5,25.2,,0.347,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T01:00,26.6,83,11.2,0.0,30.7,0.16,26.8,29.5,25.1,,0.341,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T02:00,26.6,82,11.7,0.0,30.6,0.16,26.8,29.4,25.0,,0.336,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T03:00,26.5,83,10.9,0.0,30.6,0.16,26.7,29.2,25.0,,0.334,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T04:00,26.2,85,10.0,0.0,30.6,0.16,26.4,28.7,24.9,,0.322,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T05:00,26.3,86,9.9,0.0,30.7,0.16,26.5,29.0,25.1,,0.335,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T06:00,26.8,84,10.5,24.0,31.2,0.16,27.0,30.0,25.4,,0.362,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T07:00,27.5,81,11.0,104.0,31.9,0.16,27.7,31.4,25.9,,0.397,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T08:00,28.1,78,11.5,181.0,32.5,0.16,28.3,32.4,26.2,,0.423,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T09:00,28.4,77,11.6,238.0,32.8,0.16,28.6,33.0,26.4,,0.44,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T10:00,28.6,76,12.7,292.0,32.9,0.16,28.8,33.3,26.5,,0.448,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T11:00,28.8,76,14.0,334.0,32.9,0.16,29.0,33.8,26.7,,0.463,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T12:00,29.2,74,14.8,340.0,33.2,0.16,29.4,34.4,26.8,,0.478,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T13:00,29.6,72,15.2,360.0,33.4,0.16,29.8,34.9,27.0,,0.492,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T14:00,29.8,71,14.8,363.0,33.7,0.16,30.0,35.2,27.1,,0.499,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T15:00,29.5,74,13.2,394.0,34.0,0.16,29.7,35.1,27.1,,0.501,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T16:00,29.0,80,10.9,270.0,34.2,0.16,29.2,35.2,27.3,,0.507,Orange
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T17:00,28.4,84,9.3,115.0,34.1,0.16,28.6,34.3,27.0,,0.486,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T18:00,27.8,86,8.1,6.0,33.6,0.16,28.0,33.0,26.6,,0.451,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T19:00,27.2,88,7.2,0.0,32.8,0.16,27.4,31.7,26.2,,0.417,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T20:00,26.7,89,7.0,0.0,32.1,0.16,26.9,30.5,25.8,,0.384,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T21:00,26.5,90,7.8,0.0,31.9,0.16,26.7,29.8,25.7,,0.37,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T22:00,26.5,91,9.3,0.0,31.7,0.16,26.7,29.9,25.8,,0.375,Yellow
W9,North Zone,13932,20.327133162303745,85.83049604840927,2026-09-01T23:00,26.5,91,10.2,0.0,31.6,0.16,26.7,29.9,25.8,,0.375,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T00:00,26.9,95,9.0,0.0,32.9,0.53,27.4,33.3,27.0,,0.47,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T01:00,26.9,95,10.7,0.0,32.7,0.53,27.4,33.3,27.0,,0.47,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T02:00,26.9,93,12.0,0.0,32.3,0.53,27.4,32.9,26.8,,0.456,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T03:00,26.5,92,12.4,0.0,31.5,0.53,27.0,31.5,26.3,,0.417,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T04:00,26.3,91,11.4,0.0,31.1,0.53,26.8,30.8,26.0,,0.395,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T05:00,26.3,90,11.1,0.0,31.0,0.53,26.8,30.6,25.9,,0.389,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T06:00,26.9,88,11.1,42.0,31.7,0.53,27.4,31.9,26.3,,0.423,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T07:00,28.3,82,13.0,212.0,33.1,0.53,28.8,34.7,27.1,,0.494,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T08:00,29.5,77,16.0,416.0,33.9,0.53,30.0,36.9,27.8,,0.553,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T09:00,30.5,74,15.7,616.0,35.5,0.53,31.0,38.9,28.5,,0.609,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T10:00,31.3,73,13.5,708.0,37.5,0.53,31.8,41.0,29.2,,0.666,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T11:00,31.6,71,11.5,738.0,38.1,0.53,32.1,41.2,29.3,,0.672,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T12:00,28.8,85,13.5,469.0,34.3,0.53,29.3,36.9,28.0,,0.56,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T13:00,29.2,83,7.0,451.0,35.7,0.53,29.7,37.7,28.3,,0.582,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T14:00,30.0,84,5.3,346.0,37.3,0.53,30.5,40.7,29.1,,0.659,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T15:00,29.4,88,4.6,297.0,36.9,0.53,29.9,39.9,29.0,,0.641,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T16:00,26.9,92,8.7,171.0,32.6,0.53,27.4,32.7,26.8,,0.452,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T17:00,26.7,94,0.4,61.0,33.8,0.53,27.2,32.5,26.8,,0.453,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T18:00,26.8,95,4.6,6.0,33.5,0.53,27.3,33.0,26.9,,0.462,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T19:00,26.5,97,8.5,0.0,32.6,0.53,27.0,32.4,26.8,,0.45,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T20:00,26.2,97,8.8,0.0,32.1,0.53,26.7,31.5,26.5,,0.425,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T21:00,26.1,97,8.7,0.0,31.9,0.53,26.6,30.3,26.4,,0.404,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T22:00,26.0,97,9.5,0.0,31.7,0.53,26.5,30.0,26.3,,0.395,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-28T23:00,26.1,97,8.7,0.0,31.9,0.53,26.6,30.3,26.4,,0.404,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T00:00,26.2,97,8.8,0.0,32.0,0.53,26.7,31.5,26.5,,0.425,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T01:00,26.2,96,8.3,0.0,32.1,0.53,26.7,31.4,26.4,,0.418,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T02:00,26.3,96,8.7,0.0,32.1,0.53,26.8,31.7,26.5,,0.427,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T03:00,25.2,98,11.7,0.0,30.1,0.53,25.7,27.5,25.6,,0.333,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T04:00,25.5,98,9.7,0.0,30.8,0.53,26.0,28.4,25.9,,0.358,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T05:00,25.7,97,10.1,0.0,31.1,0.53,26.2,29.0,26.0,,0.37,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T06:00,26.2,98,8.6,28.0,32.1,0.53,26.7,31.7,26.6,,0.432,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T07:00,26.9,97,6.8,106.0,33.6,0.53,27.4,33.7,27.2,,0.486,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T08:00,28.2,92,7.8,250.0,34.9,0.53,28.7,36.9,28.1,,0.564,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T09:00,29.4,83,9.4,428.0,35.6,0.53,29.9,38.3,28.4,,0.597,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T10:00,29.8,82,9.3,419.0,36.0,0.53,30.3,39.3,28.7,,0.622,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T11:00,29.7,80,10.1,309.0,35.5,0.53,30.2,38.4,28.3,,0.594,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T12:00,29.9,78,11.3,323.0,35.4,0.53,30.4,38.4,28.3,,0.593,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T13:00,30.2,76,11.7,333.0,35.5,0.53,30.7,38.7,28.4,,0.6,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T14:00,30.2,77,9.6,258.0,36.0,0.53,30.7,39.0,28.5,,0.609,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T15:00,30.3,77,9.5,240.0,36.1,0.53,30.8,39.3,28.6,,0.617,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T16:00,29.2,85,9.0,113.0,35.6,0.53,29.7,38.2,28.3,,0.591,Orange
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T17:00,27.1,95,7.2,53.0,33.6,0.53,27.6,33.9,27.2,,0.488,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T18:00,26.8,97,10.2,1.0,32.9,0.53,27.3,33.4,27.1,,0.475,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T19:00,26.7,97,8.2,0.0,33.0,0.53,27.2,33.1,27.0,,0.467,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T20:00,26.4,97,8.8,0.0,32.4,0.53,26.9,32.1,26.7,,0.441,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T21:00,26.3,97,7.8,0.0,32.4,0.53,26.8,31.8,26.6,,0.433,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T22:00,26.1,97,8.3,0.0,32.0,0.53,26.6,30.3,26.4,,0.404,Yellow
W25,South-West Zone,13508,20.29250747814624,85.80721151889455,2026-08-29T23:00,24.9,99,12.5,0.0,29.7,0.53,25.4,26.6,25.4,,0.312,Yellow
