State	District	Subdistt	Town/Village	Ward	EB	Level	Name	TRU	No_HH	TOT_P	TOT_M	TOT_F	P_06	M_06	F_06	P_SC	M_SC	F_SC	P_ST	M_ST	F_ST	P_LIT	M_LIT	F_LIT	P_ILL	M_ILL	F_ILL	TOT_WORK_P	TOT_WORK_M	TOT_WORK_F	MAINWORK_P	MAINWORK_M	MAINWORK_F	MAIN_CL_P	MAIN_CL_M	MAIN_CL_F	MAIN_AL_P	MAIN_AL_M	MAIN_AL_F	MAIN_HH_P	MAIN_HH_M	MAIN_HH_F	MAIN_OT_P	MAIN_OT_M	MAIN_OT_F	MARGWORK_P	MARGWORK_M	MARGWORK_F	MARG_CL_P	MARG_CL_M	MARG_CL_F	MARG_AL_P	MARG_AL_M	MARG_AL_F	MARG_HH_P	MARG_HH_M	MARG_HH_F	MARG_OT_P	MARG_OT_M	MARG_OT_F	MARGWORK_3_6_P	MARGWORK_3_6_M	MARGWORK_3_6_F	MARG_CL_3_6_P	MARG_CL_3_6_M	MARG_CL_3_6_F	MARG_AL_3_6_P	MARG_AL_3_6_M	MARG_AL_3_6_F	MARG_HH_3_6_P	MARG_HH_3_6_M	MARG_HH_3_6_F	MARG_OT_3_6_P	MARG_OT_3_6_M	MARG_OT_3_6_F	MARGWORK_0_3_P	MARGWORK_0_3_M	MARGWORK_0_3_F	MARG_CL_0_3_P	MARG_CL_0_3_M	MARG_CL_0_3_F	MARG_AL_0_3_P	MARG_AL_0_3_M	MARG_AL_0_3_F	MARG_HH_0_3_P	MARG_HH_0_3_M	MARG_HH_0_3_F	MARG_OT_0_3_P	MARG_OT_0_3_M	MARG_OT_0_3_F	NON_WORK_P	NON_WORK_M	NON_WORK_F
21	386	3054	408457	0	0	VILLAGE	Torasingha	Rural	130	620	325	295	49	33	16	0	0	0	0	0	0	493	271	222	127	54	73	191	180	11	166	156	10	46	46	0	29	28	1	2	2	0	89	80	9	25	24	1	3	3	0	15	15	0	0	0	0	7	6	1	24	23	1	3	3	0	15	15	0	0	0	0	6	5	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	429	145	284
21	386	3054	408458	0	0	VILLAGE	Ankulapadar	Rural	102	460	209	251	54	27	27	0	0	0	0	0	0	352	165	187	108	44	64	119	114	5	114	112	2	107	106	1	1	1	0	1	1	0	5	4	1	5	2	3	3	1	2	0	0	0	1	1	0	1	0	1	4	2	2	2	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	341	95	246
21	386	3054	408459	0	0	VILLAGE	Jhadeswar	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408460	0	0	VILLAGE	Birudi	Rural	74	369	202	167	34	18	16	0	0	0	0	0	0	328	180	148	41	22	19	103	94	9	37	30	7	11	10	1	17	16	1	1	1	0	8	3	5	66	64	2	2	2	0	62	61	1	0	0	0	2	1	1	55	53	2	2	2	0	51	50	1	0	0	0	2	1	1	11	11	0	0	0	0	11	11	0	0	0	0	0	0	0	266	108	158
21	386	3054	408461	0	0	VILLAGE	Samal	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408462	0	0	VILLAGE	Ramachandrapur	Rural	50	265	139	126	27	12	15	0	0	0	0	0	0	235	125	110	30	14	16	72	67	5	6	6	0	2	2	0	3	3	0	0	0	0	1	1	0	66	61	5	3	3	0	57	54	3	1	0	1	5	4	1	56	52	4	3	3	0	51	48	3	1	0	1	1	1	0	10	9	1	0	0	0	6	6	0	0	0	0	4	3	1	193	72	121
21	386	3054	408463	0	0	VILLAGE	Thekuapalli	Rural	40	163	73	90	15	7	8	0	0	0	0	0	0	119	61	58	44	12	32	31	29	2	26	25	1	11	11	0	10	10	0	0	0	0	5	4	1	5	4	1	0	0	0	4	3	1	0	0	0	1	1	0	2	1	1	0	0	0	1	0	1	0	0	0	1	1	0	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	132	44	88
21	386	3054	408464	0	0	VILLAGE	Nachhipur	Rural	71	332	168	164	40	22	18	41	24	17	0	0	0	239	123	116	93	45	48	94	88	6	75	72	3	34	33	1	23	23	0	0	0	0	18	16	2	19	16	3	0	0	0	7	7	0	0	0	0	12	9	3	17	15	2	0	0	0	6	6	0	0	0	0	11	9	2	2	1	1	0	0	0	1	1	0	0	0	0	1	0	1	238	80	158
21	386	3054	408465	0	0	VILLAGE	Panchugaon	Rural	262	1047	444	603	107	55	52	0	0	0	0	0	0	697	318	379	350	126	224	148	139	9	147	138	9	71	69	2	13	13	0	4	3	1	59	53	6	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	305	594
21	386	3054	408466	0	0	VILLAGE	Lahangadihi	Rural	54	271	138	133	29	14	15	0	0	0	0	0	0	188	108	80	83	30	53	105	95	10	73	69	4	38	38	0	12	12	0	0	0	0	23	19	4	32	26	6	12	11	1	6	5	1	3	0	3	11	10	1	32	26	6	12	11	1	6	5	1	3	0	3	11	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	43	123
21	386	3054	408467	0	0	VILLAGE	Gambharimunda	Rural	45	215	111	104	30	17	13	0	0	0	0	0	0	162	90	72	53	21	32	63	59	4	51	49	2	20	20	0	9	9	0	1	1	0	21	19	2	12	10	2	3	3	0	3	3	0	0	0	0	6	4	2	12	10	2	3	3	0	3	3	0	0	0	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	52	100
21	386	3054	408468	0	0	VILLAGE	Bhatapada	Rural	595	3110	1547	1563	366	178	188	84	35	49	1	1	0	2102	1165	937	1008	382	626	922	836	86	754	721	33	297	290	7	72	71	1	31	30	1	354	330	24	168	115	53	34	31	3	20	11	9	3	2	1	111	71	40	122	106	16	30	28	2	9	8	1	3	2	1	80	68	12	46	9	37	4	3	1	11	3	8	0	0	0	31	3	28	2188	711	1477
21	386	3054	408469	0	0	VILLAGE	Solaripahada	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408470	0	0	VILLAGE	Arjunapur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408471	0	0	VILLAGE	Mansinghpur	Rural	75	306	121	185	45	24	21	58	25	33	0	0	0	172	65	107	134	56	78	45	43	2	43	41	2	11	11	0	16	16	0	2	2	0	14	12	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	78	183
21	386	3054	408472	0	0	VILLAGE	Madhusudanpur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408473	0	0	VILLAGE	Hadakhai	Rural	7	30	15	15	4	1	3	0	0	0	0	0	0	9	4	5	21	11	10	10	10	0	10	10	0	0	0	0	6	6	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	5	15
21	386	3054	408474	0	0	VILLAGE	Agadiapalli	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408475	0	0	VILLAGE	Sadasibapur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408476	0	0	VILLAGE	Mahukuri	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408477	0	0	VILLAGE	Brahmanadeipur	Rural	134	583	265	318	60	28	32	0	0	0	0	0	0	464	224	240	119	41	78	216	148	68	44	37	7	14	14	0	1	0	1	2	2	0	27	21	6	172	111	61	30	28	2	22	21	1	9	6	3	111	56	55	79	74	5	24	23	1	10	10	0	4	4	0	41	37	4	93	37	56	6	5	1	12	11	1	5	2	3	70	19	51	367	117	250
21	386	3054	408478	0	0	VILLAGE	Muktapur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408479	0	0	VILLAGE	Bikramapur shasan	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408480	0	0	VILLAGE	Santarapursasan	Rural	77	398	210	188	28	15	13	0	0	0	0	0	0	315	175	140	83	35	48	132	114	18	125	109	16	11	11	0	25	23	2	0	0	0	89	75	14	7	5	2	0	0	0	2	1	1	0	0	0	5	4	1	7	5	2	0	0	0	2	1	1	0	0	0	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	96	170
21	386	3054	408481	0	0	VILLAGE	Naraharipursasan	Rural	76	300	144	156	21	10	11	0	0	0	0	0	0	237	123	114	63	21	42	60	59	1	33	32	1	25	25	0	0	0	0	0	0	0	8	7	1	27	27	0	1	1	0	23	23	0	0	0	0	3	3	0	27	27	0	1	1	0	23	23	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	85	155
21	386	3054	408482	0	0	VILLAGE	Chandiprasad	Rural	15	92	50	42	13	9	4	0	0	0	0	0	0	61	39	22	31	11	20	29	29	0	26	26	0	7	7	0	8	8	0	0	0	0	11	11	0	3	3	0	0	0	0	1	1	0	0	0	0	2	2	0	3	3	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	21	42
21	386	3054	408483	0	0	VILLAGE	Akhumundapatna	Rural	59	311	157	154	37	15	22	7	1	6	2	1	1	219	126	93	92	31	61	102	99	3	101	98	3	27	27	0	43	43	0	0	0	0	31	28	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	209	58	151
21	386	3054	408484	0	0	VILLAGE	Surekhadeipurpatna	Rural	14	68	34	34	5	2	3	6	4	2	0	0	0	54	32	22	14	2	12	25	22	3	23	22	1	1	1	0	5	5	0	0	0	0	17	16	1	2	0	2	0	0	0	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	12	31
21	386	3054	408485	0	0	VILLAGE	Galua	Rural	955	4718	2485	2233	518	259	259	429	229	200	0	0	0	3648	2067	1581	1070	418	652	1516	1411	105	1442	1351	91	166	164	2	157	154	3	22	17	5	1097	1016	81	74	60	14	5	4	1	41	36	5	4	0	4	24	20	4	65	54	11	5	4	1	37	33	4	4	0	4	19	17	2	9	6	3	0	0	0	4	3	1	0	0	0	5	3	2	3202	1074	2128
21	386	3054	408486	0	0	VILLAGE	Manipur	Rural	36	167	73	94	17	11	6	0	0	0	0	0	0	128	60	68	39	13	26	69	38	31	50	34	16	21	20	1	2	0	2	0	0	0	27	14	13	19	4	15	0	0	0	1	0	1	0	0	0	18	4	14	17	4	13	0	0	0	0	0	0	0	0	0	17	4	13	2	0	2	0	0	0	1	0	1	0	0	0	1	0	1	98	35	63
21	386	3054	408487	0	0	VILLAGE	Sunakera	Rural	245	1253	669	584	144	78	66	44	21	23	0	0	0	934	544	390	319	125	194	406	394	12	84	78	6	21	21	0	2	2	0	6	6	0	55	49	6	322	316	6	88	86	2	47	47	0	4	4	0	183	179	4	287	282	5	85	84	1	45	45	0	4	4	0	153	149	4	35	34	1	3	2	1	2	2	0	0	0	0	30	30	0	847	275	572
21	386	3054	408488	0	0	VILLAGE	Gadadharpur	Rural	85	385	178	207	42	25	17	0	0	0	0	0	0	238	113	125	147	65	82	63	57	6	35	29	6	4	4	0	2	2	0	1	1	0	28	22	6	28	28	0	0	0	0	16	16	0	0	0	0	12	12	0	25	25	0	0	0	0	15	15	0	0	0	0	10	10	0	3	3	0	0	0	0	1	1	0	0	0	0	2	2	0	322	121	201
21	386	3054	408489	0	0	VILLAGE	Parinuagaon	Rural	21	117	61	56	9	3	6	0	0	0	0	0	0	100	56	44	17	5	12	49	35	14	43	33	10	13	12	1	1	1	0	0	0	0	29	20	9	6	2	4	0	0	0	3	2	1	0	0	0	3	0	3	5	2	3	0	0	0	3	2	1	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	68	26	42
21	386	3054	408490	0	0	VILLAGE	Narayanpur	Rural	35	147	84	63	22	15	7	0	0	0	0	0	0	95	60	35	52	24	28	77	48	29	54	38	16	11	10	1	7	6	1	0	0	0	36	22	14	23	10	13	0	0	0	5	3	2	0	0	0	18	7	11	22	9	13	0	0	0	5	3	2	0	0	0	17	6	11	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	70	36	34
21	386	3054	408491	0	0	VILLAGE	Gobindapur	Rural	312	1600	811	789	169	99	70	33	15	18	0	0	0	1165	638	527	435	173	262	537	494	43	412	389	23	139	137	2	130	125	5	21	20	1	122	107	15	125	105	20	5	1	4	100	96	4	2	0	2	18	8	10	93	73	20	5	1	4	68	64	4	2	0	2	18	8	10	32	32	0	0	0	0	32	32	0	0	0	0	0	0	0	1063	317	746
21	386	3054	408492	0	0	VILLAGE	Dulanisasan	Rural	177	871	452	419	98	53	45	139	69	70	0	0	0	604	328	276	267	124	143	287	268	19	239	234	5	25	25	0	158	158	0	0	0	0	56	51	5	48	34	14	3	3	0	45	31	14	0	0	0	0	0	0	32	25	7	2	2	0	30	23	7	0	0	0	0	0	0	16	9	7	1	1	0	15	8	7	0	0	0	0	0	0	584	184	400
21	386	3054	408493	0	0	VILLAGE	Ekadalia	Rural	217	1000	500	500	121	67	54	10	5	5	0	0	0	690	377	313	310	123	187	249	224	25	236	214	22	45	45	0	70	70	0	7	6	1	114	93	21	13	10	3	1	1	0	3	3	0	1	1	0	8	5	3	8	5	3	1	1	0	2	2	0	0	0	0	5	2	3	5	5	0	0	0	0	1	1	0	1	1	0	3	3	0	751	276	475
21	386	3054	408494	0	0	VILLAGE	Kumurangasasan	Rural	165	692	326	366	81	47	34	31	13	18	0	0	0	454	225	229	238	101	137	227	168	59	185	136	49	32	31	1	12	8	4	1	0	1	140	97	43	42	32	10	2	2	0	1	1	0	2	0	2	37	29	8	39	29	10	2	2	0	1	1	0	2	0	2	34	26	8	3	3	0	0	0	0	0	0	0	0	0	0	3	3	0	465	158	307
21	386	3054	408495	0	0	VILLAGE	Punjiamasasan	Rural	147	608	314	294	62	30	32	25	12	13	0	0	0	444	250	194	164	64	100	181	160	21	162	142	20	24	22	2	38	38	0	4	4	0	96	78	18	19	18	1	3	3	0	5	5	0	2	2	0	9	8	1	19	18	1	3	3	0	5	5	0	2	2	0	9	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	154	273
21	386	3054	408496	0	0	VILLAGE	Champadeipurpatana	Rural	157	732	384	348	83	41	42	325	173	152	0	0	0	550	311	239	182	73	109	253	226	27	95	87	8	3	3	0	47	46	1	2	1	1	43	37	6	158	139	19	0	0	0	92	88	4	2	1	1	64	50	14	158	139	19	0	0	0	92	88	4	2	1	1	64	50	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	158	321
21	386	3054	408497	0	0	VILLAGE	Ranipada	Rural	629	3004	1549	1455	363	199	164	746	369	377	0	0	0	1756	1029	727	1248	520	728	1115	917	198	937	835	102	412	406	6	102	94	8	30	25	5	393	310	83	178	82	96	18	15	3	44	21	23	21	1	20	95	45	50	132	69	63	16	13	3	34	19	15	13	1	12	69	36	33	46	13	33	2	2	0	10	2	8	8	0	8	26	9	17	1889	632	1257
21	386	3054	408498	0	0	VILLAGE	Tumuraputsasan	Rural	128	641	307	334	69	32	37	83	39	44	0	0	0	463	242	221	178	65	113	179	169	10	170	162	8	0	0	0	107	104	3	31	31	0	32	27	5	9	7	2	0	0	0	6	4	2	2	2	0	1	1	0	8	6	2	0	0	0	6	4	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	462	138	324
21	386	3054	408499	0	0	VILLAGE	Manikpur	Rural	260	1152	604	548	163	91	72	135	69	66	0	0	0	672	382	290	480	222	258	400	352	48	251	244	7	208	205	3	2	1	1	0	0	0	41	38	3	149	108	41	2	2	0	59	43	16	2	1	1	86	62	24	148	108	40	2	2	0	59	43	16	1	1	0	86	62	24	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	752	252	500
21	386	3054	408500	0	0	VILLAGE	Parimanikapur	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408501	0	0	VILLAGE	Pratapa	Rural	380	1726	883	843	221	105	116	287	144	143	4	2	2	1041	621	420	685	262	423	730	555	175	404	386	18	214	211	3	69	64	5	1	1	0	120	110	10	326	169	157	21	17	4	204	99	105	2	2	0	99	51	48	193	133	60	20	17	3	121	78	43	2	2	0	50	36	14	133	36	97	1	0	1	83	21	62	0	0	0	49	15	34	996	328	668
21	386	3054	408502	0	0	VILLAGE	Jarigada	Rural	1	6	4	2	1	1	0	0	0	0	0	0	0	2	1	1	4	3	1	5	3	2	3	3	0	1	1	0	2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
21	386	3054	408503	0	0	VILLAGE	Kasipokhara	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408504	0	0	VILLAGE	Maskabari	Rural	46	164	67	97	31	9	22	0	0	0	164	67	97	58	32	26	106	35	71	101	48	53	49	43	6	7	6	1	42	37	5	0	0	0	0	0	0	52	5	47	0	0	0	52	5	47	0	0	0	0	0	0	52	5	47	0	0	0	52	5	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	19	44
21	386	3054	408505	0	0	VILLAGE	Ghodasalia	Rural	7	28	13	15	6	1	5	0	0	0	28	13	15	6	4	2	22	9	13	16	9	7	8	6	2	2	2	0	6	4	2	0	0	0	0	0	0	8	3	5	0	0	0	8	3	5	0	0	0	0	0	0	8	3	5	0	0	0	8	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	8
21	386	3054	408506	0	0	VILLAGE	Nathipada	Rural	106	383	196	187	57	32	25	305	157	148	8	3	5	179	112	67	204	84	120	253	133	120	112	108	4	22	22	0	79	75	4	0	0	0	11	11	0	141	25	116	0	0	0	141	25	116	0	0	0	0	0	0	141	25	116	0	0	0	141	25	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	63	67
21	386	3054	408507	0	0	VILLAGE	Kiajhari	Rural	24	105	51	54	21	9	12	105	51	54	0	0	0	44	30	14	61	21	40	55	28	27	45	22	23	20	10	10	25	12	13	0	0	0	0	0	0	10	6	4	0	0	0	10	6	4	0	0	0	0	0	0	9	6	3	0	0	0	9	6	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	50	23	27
21	386	3054	408508	0	0	VILLAGE	Kandhapunjiama	Rural	29	121	53	68	16	7	9	119	53	66	1	0	1	49	25	24	72	28	44	66	32	34	61	32	29	52	30	22	8	2	6	0	0	0	1	0	1	5	0	5	0	0	0	5	0	5	0	0	0	0	0	0	5	0	5	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	21	34
21	386	3054	408509	0	0	VILLAGE	Jhintikapalli	Rural	116	542	280	262	56	31	25	42	22	20	0	0	0	343	189	154	199	91	108	176	164	12	165	160	5	19	19	0	139	137	2	0	0	0	7	4	3	11	4	7	1	1	0	2	2	0	0	0	0	8	1	7	10	4	6	1	1	0	2	2	0	0	0	0	7	1	6	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	366	116	250
21	386	3054	408510	0	0	VILLAGE	Keshapur	Rural	71	341	189	152	45	28	17	0	0	0	0	0	0	220	136	84	121	53	68	119	106	13	116	104	12	49	43	6	41	38	3	0	0	0	26	23	3	3	2	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	222	83	139
21	386	3054	408511	0	0	VILLAGE	Birakesapur	Rural	138	687	369	318	74	44	30	28	15	13	0	0	0	515	298	217	172	71	101	349	222	127	257	214	43	80	50	30	36	30	6	0	0	0	141	134	7	92	8	84	79	4	75	8	1	7	0	0	0	5	3	2	57	5	52	49	1	48	3	1	2	0	0	0	5	3	2	35	3	32	30	3	27	5	0	5	0	0	0	0	0	0	338	147	191
21	386	3054	408512	0	0	VILLAGE	Kandhadulani	Rural	30	157	76	81	10	6	4	0	0	0	0	0	0	117	61	56	40	15	25	49	47	2	47	45	2	40	39	1	6	6	0	0	0	0	1	0	1	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	29	79
21	386	3054	408513	0	0	VILLAGE	Dandigadia	Rural	148	770	398	372	109	59	50	0	0	0	0	0	0	585	322	263	185	76	109	246	238	8	43	40	3	31	31	0	0	0	0	0	0	0	12	9	3	203	198	5	0	0	0	203	198	5	0	0	0	0	0	0	168	163	5	0	0	0	168	163	5	0	0	0	0	0	0	35	35	0	0	0	0	35	35	0	0	0	0	0	0	0	524	160	364
21	386	3054	408514	0	0	VILLAGE	Khuntapalli	Rural	80	423	214	209	41	19	22	0	0	0	0	0	0	330	187	143	93	27	66	108	105	3	58	57	1	30	30	0	12	12	0	4	4	0	12	11	1	50	48	2	0	0	0	44	43	1	3	3	0	3	2	1	45	43	2	0	0	0	39	38	1	3	3	0	3	2	1	5	5	0	0	0	0	5	5	0	0	0	0	0	0	0	315	109	206
21	386	3054	408515	0	0	VILLAGE	Haripur	Rural	25	136	76	60	23	17	6	0	0	0	0	0	0	79	46	33	57	30	27	43	37	6	31	29	2	23	23	0	5	5	0	0	0	0	3	1	2	12	8	4	1	1	0	7	6	1	2	0	2	2	1	1	12	8	4	1	1	0	7	6	1	2	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	39	54
21	386	3054	408516	0	0	VILLAGE	Chingudia	Rural	11	57	36	21	6	5	1	0	0	0	0	0	0	42	30	12	15	6	9	18	18	0	5	5	0	5	5	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	12	12	0	0	0	0	1	1	0	13	13	0	0	0	0	12	12	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	18	21
21	386	3054	408517	0	0	VILLAGE	Kandhachingudia	Rural	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	386	3054	408518	0	0	VILLAGE	Rajapalla	Rural	65	262	122	140	36	28	8	0	0	0	0	0	0	158	77	81	104	45	59	67	52	15	57	44	13	36	25	11	4	3	1	0	0	0	17	16	1	10	8	2	0	0	0	7	5	2	0	0	0	3	3	0	9	7	2	0	0	0	7	5	2	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	195	70	125
21	386	3054	408519	0	0	VILLAGE	Birapatana	Rural	39	146	65	81	30	15	15	146	65	81	0	0	0	47	24	23	99	41	58	66	33	33	65	33	32	4	2	2	0	0	0	0	0	0	61	31	30	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	32	48
21	386	3054	408520	0	0	VILLAGE	Dibyasinghapur	Rural	127	681	358	323	69	36	33	0	0	0	0	0	0	493	271	222	188	87	101	225	218	7	223	216	7	155	151	4	14	13	1	0	0	0	54	52	2	2	2	0	0	0	0	1	1	0	1	1	0	0	0	0	2	2	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	140	316
